"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"593",-0.000891536301710046,-0.000928535148070068,-0.000737756025063787,-0.00160122812348478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",-0.000905027345394453,-0.00094004700386282,-0.000748601497723411,-0.00160817023939518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",-0.000918469264351468,-0.000951530525756985,-0.000759454162785971,-0.00161511127102429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",-0.000931861631704675,-0.000962986531309556,-0.000770313383140906,-0.00162205146343811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",-0.000945203987127195,-0.000974415494833551,-0.000781179115257427,-0.00162899130071175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",-0.000958495826851697,-0.000985817837490029,-0.00079205133270323,-0.00163593088811349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",-0.000971736522704576,-0.000997193925091007,-0.000802929304571973,-0.0016428705180163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",-0.000984925695169118,-0.0010085446213737,-0.000813813146927708,-0.00164981069504765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",-0.0009980625714963,-0.0010198700225921,-0.000824702693557672,-0.00165675151764333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",-0.0010111469646187,-0.00103117093381148,-0.000835597612123168,-0.00166369346451577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",-0.00102417845217893,-0.00104244792922661,-0.000846497537505038,-0.0016706366714782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",-0.00103715643456169,-0.00105370123626845,-0.000857402303917438,-0.00167758168112138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",-0.00105008048198336,-0.00106493182985105,-0.000868311905246868,-0.00168452882345619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",-0.00106295018357488,-0.00107613978960354,-0.000879225732890874,-0.00169147829532165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",-0.00107576518666161,-0.00108732600483132,-0.000890143832537682,-0.00169843079057196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",-0.00108852519871475,-0.00109849099461421,-0.000901065803924697,-0.00170538669270311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",-0.00110122978166201,-0.0011096351390371,-0.000911991534053215,-0.00171234610603644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",-0.00111387842588906,-0.00112075907450994,-0.00092292057869057,-0.00171930986683516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",-0.00112647088641476,-0.00113186356116655,-0.000933853010519208,-0.00172627828721771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",-0.00113900690975962,-0.00114294885745305,-0.000944788197516079,-0.00173325170995548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",-0.00115148627949908,-0.0011540157750703,-0.000955726217167133,-0.00174023081044379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",-0.00116390840268006,-0.00116506481981699,-0.000966666626454733,-0.00174721610302749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",-0.00117627327862375,-0.00117609665587345,-0.000977609313829064,-0.00175420790813629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",-0.00118858044759446,-0.00118711169317203,-0.000988554053137828,-0.00176120709027738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",-0.00120082998159688,-0.00119811075668684,-0.000999500466959689,-0.00176821392147886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",-0.00121302122106975,-0.00120909416468557,-0.00101044843762244,-0.00177522899068741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",-0.00122515441885181,-0.00122006279227654,-0.00102139748024558,-0.00178225321655485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",-0.00123722910667409,-0.0012310171969225,-0.00103234765558697,-0.00178928694713945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",-0.00124924499051573,-0.00124195776629274,-0.00104329862660326,-0.00179633071733036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",-0.00126120223530702,-0.00125288546277331,-0.00105424992502375,-0.00180338530755994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",-0.00127310059854336,-0.00126380073729943,-0.00106520161106094,-0.00181045146149253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",-0.00128493993564282,-0.00127470397279107,-0.00107615326589919,-0.00181752959932766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",-0.00129672009294425,-0.00128559613966611,-0.00108710472908094,-0.00182462057611046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",-0.00130844117602618,-0.00129647780221676,-0.00109805570987391,-0.00183172525632126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",-0.00132010292488042,-0.00130734951707814,-0.00110900590095702,-0.00183884408456329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",-0.00133170537122508,-0.00131821185792318,-0.00111995511253876,-0.00184597791381477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",-0.0013432487262295,-0.00132906553663676,-0.00113090315212352,-0.00185312759231293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",-0.00135473249475948,-0.00133991124583624,-0.00114184972415398,-0.001860293687983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",-0.00136615707938679,-0.00135074956129366,-0.00115279458315949,-0.00186747723733712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",-0.00137752243605714,-0.00136158107647503,-0.00116373748806869,-0.00187467897129477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",-0.00138882844848461,-0.00137240651275995,-0.00117467813259134,-0.00188189961094455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",-0.00140007551549118,-0.00138322656162247,-0.00118561631328498,-0.00188914012069214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",-0.00141126356534947,-0.00139404166318621,-0.001196551918186,-0.00189640159640202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",-0.00142239254382155,-0.00140485279267849,-0.00120748444203028,-0.00190368423695348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",-0.00143346292036611,-0.00141566026992204,-0.00121841389507689,-0.00191098969730508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",-0.00144447458335112,-0.00142646489181668,-0.00122933986550161,-0.00191831850932722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",-0.00145542799523638,-0.00143726743563842,-0.0012402622254176,-0.00192567164103506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",-0.00146632291359006,-0.00144806830767011,-0.00125118066679882,-0.00193305002766771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",-0.00147716007696873,-0.00145886832388662,-0.00126209492397736,-0.00194045482269277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",-0.00148793929361483,-0.00146966829992884,-0.00127300495134686,-0.00194788683732411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",-0.00149866105742989,-0.00148046856172993,-0.00128391031767343,-0.00195534715173401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",-0.00150932559967909,-0.00149126989581733,-0.00129481068679308,-0.00196283688691238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",-0.00151993312007359,-0.00150207301980338,-0.0013057060930138,-0.0019703571505416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",-0.00153048424165273,-0.00151287856802713,-0.00131659618238461,-0.00197790849306842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",-0.00154097902711414,-0.00152368736958503,-0.00132748075915372,-0.00198549253385392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",-0.00155141799806494,-0.00153449989669282,-0.00133835949365183,-0.00199311026408479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",-0.00156180146543836,-0.00154531660832711,-0.00134923218778473,-0.00200076275319901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",-0.00157212995528141,-0.0015561384299505,-0.00136009869395648,-0.00200845097316825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",-0.00158240367060992,-0.00156696617881015,-0.00137095876867535,-0.00201617648429355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",-0.00159262334296339,-0.0015778003271889,-0.00138181209458078,-0.00202393996615021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",-0.00160278952045849,-0.00158864156489965,-0.00139265851027195,-0.00203174309921121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",-0.00161290221755111,-0.00159949050004652,-0.00140349774094346,-0.00203958667632858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",-0.00162296238688014,-0.00161034781608021,-0.00141432970002082,-0.00204747235446694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",-0.00163297057473098,-0.00162121439545363,-0.00142515405476202,-0.00205540101784594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",-0.00164292709040465,-0.00163209048175812,-0.0014359706505346,-0.00206337386577696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",-0.00165283277918293,-0.00164297712534338,-0.00144677918972298,-0.00207139259586123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",-0.00166268822394252,-0.00165387490771226,-0.00145757966958375,-0.00207945818599469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",-0.00167249405477043,-0.00166478432981627,-0.00146837147896433,-0.00208757213756066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",-0.00168225073563823,-0.00167570618729341,-0.00147915481587516,-0.00209573568413458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",-0.00169195938907006,-0.0016866409751429,-0.00148992931959413,-0.00210395027389401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",-0.00170162030684914,-0.00169758977456675,-0.00150069466294907,-0.0021122171851232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",-0.00171123438259657,-0.0017085527089017,-0.00151145088835384,-0.00212053770536717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",-0.00172080255889558,-0.00171953085973062,-0.00152219756068562,-0.00212891358076058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",-0.00173032525383902,-0.00173052481075904,-0.00153293457333099,-0.0021373458811501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",-0.00173980358481015,-0.00174153491160206,-0.00154366186427339,-0.00214583624384904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",-0.00174923825098496,-0.00175256242351823,-0.00155437890408186,-0.00215438604799017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",-0.00175863028874874,-0.0017636072478792,-0.00156508586827903,-0.0021629967295265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",-0.00176798028996222,-0.0017746705164094,-0.00157578239002671,-0.00217166995120538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",-0.00177728927027638,-0.00178575280193269,-0.0015864683274198,-0.00218040730835687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",-0.00178655844675926,-0.00179685475170057,-0.00159714340145255,-0.00218921002754286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",-0.00179578823469919,-0.00180797702681501,-0.00160780764634889,-0.00219807963831316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",-0.00180498019678319,-0.00181912022121258,-0.00161846049537871,-0.00220701787085501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",-0.00181413478750289,-0.00183028495448708,-0.00162910218626041,-0.00221602651673239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",-0.00182325347909766,-0.00184147186269247,-0.00163973231048274,-0.00222510684872493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",-0.00183233707034883,-0.00185268187813963,-0.00165035083259729,-0.00223426068897264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",-0.00184138690818034,-0.00186391533675231,-0.00166095749867254,-0.00224348935464851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",-0.00185040372622243,-0.00187517288180356,-0.0016715522022172,-0.00225279470110602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",-0.00185938888124394,-0.00188645525804621,-0.00168213457746578,-0.00226217855393501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",-0.00186834349262112,-0.00189776309763067,-0.00169270469844566,-0.00227164246405703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",-0.00187726893151462,-0.00190909708332547,-0.00170326240234262,-0.00228118778602527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",-0.00188616592945366,-0.00192045764696617,-0.00171380741119188,-0.00229081687092268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",-0.00189503608506025,-0.0019318455660923,-0.0017243397869639,-0.00230053101440195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",-0.00190388062913227,-0.00194326142422897,-0.00173485890012613,-0.00231033206901809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",-0.00191270086933983,-0.00195470591398687,-0.00174536529114056,-0.00232022159351704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",-0.00192149801606528,-0.00196617950633269,-0.00175585827516687,-0.00233020176213944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",-0.00193027329153828,-0.00197768311227216,-0.00176633793182575,-0.00234027408691591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",-0.0019390281445819,-0.00198921695014192,-0.00177680402732784,-0.00235044046893587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",-0.00194776406552998,-0.0020007817631978,-0.00178725650679019,-0.00236070269795029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",-0.00195648239070987,-0.00201237844769948,-0.00179769533303123,-0.00237106255211219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",-0.00196518446246672,-0.00202400734406254,-0.00180812018637879,-0.00238152199158964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",-0.00197387186698345,-0.00203566897828601,-0.0018185311358978,-0.00239208281078841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",-0.00198254601144366,-0.00204736405344418,-0.00182892795968956,-0.00240274698376611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",-0.00199120848225373,-0.00205909331902958,-0.0018393104656765,-0.00241351612204278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",-0.00199986076249688,-0.00207085718741814,-0.00184967864044519,-0.00242439236398314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",-0.00200850437061984,-0.00208265636644001,-0.00186003249864642,-0.00243537754533376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",-0.00201714091272122,-0.00209449132770439,-0.00187037159929319,-0.00244647385496141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",-0.00202577210712393,-0.00210636281425208,-0.00188069632871323,-0.00245768292895713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",-0.00203439946432882,-0.00211827104826932,-0.00189100605966394,-0.00246900679846667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",-0.00204302464425638,-0.00213021701520305,-0.00190130108839277,-0.00248044724923405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",-0.00205164943189408,-0.00214220126317345,-0.00191158109885539,-0.00249200683077784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",-0.00206027530237064,-0.00215422418939507,-0.00192184611826444,-0.00250368681372601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",-0.00206890443516041,-0.00216628630553406,-0.00193209590273556,-0.00251548962428111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",-0.00207753812128248,-0.00217838844445427,-0.00194233068186192,-0.00252741755716442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",-0.00208617833595788,-0.0021905308055735,-0.00195255022184119,-0.00253947205013121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",-0.00209482704889166,-0.00220271436798187,-0.0019627542867817,-0.00255165535333375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",-0.00210348581494101,-0.00221493928033612,-0.00197294311229985,-0.00256396964437549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",-0.00211215650526686,-0.00222720647445051,-0.00198311638742053,-0.00257641694405085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",-0.00212084146297051,-0.00223951612551925,-0.00199327404745248,-0.00258899924272018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",-0.00212954211963439,-0.00225186908512056,-0.00200341631599154,-0.00260171872411755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",-0.0021382605010384,-0.00226426582553697,-0.00201354283565626,-0.00261457760723738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",-0.00214699868708094,-0.00227670683466503,-0.00202365370386707,-0.00262757757390015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",-0.00215575863574289,-0.00228919253652153,-0.00203374874455919,-0.00264072108460237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",-0.00216454218354677,-0.00230172369280623,-0.00204382812715044,-0.00265401005345213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",-0.00217335164372905,-0.00231430046422397,-0.00205389173202036,-0.00266744693751722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",-0.0021821889167008,-0.00232692389937418,-0.00206393947774479,-0.00268103377606918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",-0.00219105604674328,-0.00233959428852046,-0.00207397142933577,-0.00269477239516789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",-0.00219995525516615,-0.00235231176392174,-0.00208398727939065,-0.00270866531352274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",-0.00220888881897885,-0.00236507731286252,-0.0020939874045198,-0.00272271449458257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",-0.00221785855318237,-0.00237789136232108,-0.00210397154645561,-0.00273692235685791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",-0.00222686676400031,-0.00239075442126819,-0.00211393970162283,-0.00275129095107792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",-0.00223591567025234,-0.00240366665730839,-0.00212389200256115,-0.00276582241417283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",-0.00224500759982125,-0.00241662899148356,-0.00213382828367584,-0.0027805188713591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",-0.00225414469074116,-0.0024296417832516,-0.00214374858935803,-0.00279538258840364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",-0.00226332934802888,-0.00244270542254351,-0.00215365292847456,-0.00281041617592522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",-0.00227256385904109,-0.00245582050122426,-0.00216354142692126,-0.00282562123777813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",-0.00228185029330547,-0.00246898741369651,-0.00217341381743817,-0.00284100054349814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",-0.0022911913555295,-0.00248220683036917,-0.00218327054612407,-0.00285655567288522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",-0.0023005891481043,-0.00249547889382754,-0.00219311111132644,-0.00287228951117836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",-0.00231004612294856,-0.00250880430618241,-0.00220293583612687,-0.00288820421887552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",-0.00231956483815829,-0.00252218342277206,-0.00221274465278541,-0.00290430148019636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",-0.00232914768660566,-0.00253561685068178,-0.00222253777900472,-0.00292058402312045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",-0.00233879708365507,-0.00254910482540612,-0.00223231509327712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",-0.00234851560173521,-0.00256264806643655,-0.00224207667915375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",-0.00235830552964984,-0.00257624688954042,-0.00225182245863977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",-0.00236816975526295,-0.0025899016397491,-0.00226155258731734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",-0.00237811044238398,-0.00260361296601312,-0.00227126722516644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",-0.00238813042780609,-0.00261738109006294,-0.00228096618733149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",-0.0023982323571708,-0.00263120653750979,-0.00229064963503837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",-0.00240841878206137,-0.002645089820774,-0.00230031777847573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",-0.00241869217683956,-0.00265903113680327,-0.00230997044456369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",-0.00242905549998533,-0.00267303127524757,-0.00231960787493391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",-0.00243951119913106,-0.00268709021669833,-0.00232923005414203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",-0.00245006203459741,-0.00270120879448305,-0.00233883703392013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",-0.00246071074317031,-0.00271538708184771,-0.00234842889924829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",-0.00247146025851782,-0.00272962563337704,-0.00235800600577438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",-0.00248231317871424,-0.00274392483158084,-0.00236756797648909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",-0.00249327225144148,-0.00275828503971834,-0.00237711533783264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",-0.00250434050825364,-0.00277270670064295,-0.00238664803257586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",-0.00251552062865664,-0.00278719034432343,-0.00239616593148421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",-0.00252681543432021,-0.00280173602804865,-0.00240566952095767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",-0.00253822778316912,-0.00281634442052313,-0.00241515862290352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",-0.00254976067481525,-0.00283101567773795,-0.0024246333665636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",-0.00256141701611326,-0.00284575039598064,-0.00243409409912828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",-0.0025731997550646,-0.00286054888466698,-0.00244354082481873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",-0.00258511191105448,-0.00287541126696705,-0.00245297362112205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",-0.00259715619052251,-0.00289033821113779,-0.00246239266853614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",-0.00260933585951545,-0.00290532997673564,-0.00247179802450013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",-0.00262165377911403,-0.0029203869482323,-0.00248118985781732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",-0.00263411289056538,-0.00293550913858787,-0.00249056833558241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",-0.00264671656818577,-0.00295069748190073,-0.00249993352144816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",-0.00265946754723745,-0.00296595197592613,-0.00250928565446654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",-0.00267236917063287,-0.00298127309749073,-0.00251862492438802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",-0.00268542425907817,-0.00299666109530642,-0.0025279513852614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",-0.0026986360378924,-0.00301211628041281,-0.00253726524246162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",-0.00271200784643993,-0.00302763893426913,-0.00254656650867581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",-0.00272554263328111,-0.00304322967248306,-0.00255585560372491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",-0.0027392435832891,-0.00305888843484131,-0.00256513259883989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",-0.00275311382760147,-0.00307461578735494,-0.00257439747230447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",-0.00276715678659369,-0.0030904120093557,-0.00258365061435343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",-0.00278137530801118,-0.00310627733083878,-0.00259289220674399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",-0.00279577297484124,-0.00312221222049651,-0.00260212235135064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",-0.00281035288059361,-0.0031382168216428,-0.00261134118818765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",-0.00282511837368494,-0.00315429143512182,-0.00262054895487832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",-0.002840072558386,-0.00317043652895838,-0.00262974585527286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",-0.00285521895637729,-0.00318665235879952,-0.00263893218590728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",-0.00287056062428626,-0.00320293893537324,-0.00264810794342914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",-0.00288610105538202,-0.00321929696834589,-0.0026572733443063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
